"season","seasonType","week","poll","rank","school","conference","points","year","points_missing"
2018,"regular",5,"AFCA Division II Coaches Poll",1,"Minnesota State Mankato","Northern Sun",818,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",23,"Kutztown University","Pennsylvania State Athletic",61,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",13,"West Chester","Pennsylvania State Athletic",421,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",14,"Indiana-Pennsylvania","Pennsylvania State Athletic",410,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",12,"Colorado School Of Mines","Rocky Mountain",459,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",15,"CSU Pueblo","Rocky Mountain",382,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",3,"Ferris State","GLIAC",760,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",2,"Grand Valley State University","GLIAC",778,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",19,"Harding University","Great American",217,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",6,"Ouachita Baptist","Great American",631,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",17,"Southern Arkansas","Great American",293,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",22,"Indianapolis","Great Lakes",160,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",24,"Azusa Pacific","Great Northwest",55,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",10,"Valdosta State","Gulf South",465,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",4,"Midwestern State","Lone Star",731,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",18,"Fort Hays State","Mid America",278,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",16,"Northwest Missouri St","Mid America",341,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",8,"Pittsburg St","Mid America",544,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",20,"Notre Dame College","Mountain East",190,2018,0
2018,"regular",5,"AFCA Division II Coaches Poll",5,"West Georgia","Gulf South",686,2018,0
2018,"regular",4,"Coaches Poll",8,"Notre Dame","FBS Independents",1083,2018,0
2018,"regular",4,"Coaches Poll",3,"Georgia","SEC",1436,2018,0
2018,"regular",4,"Coaches Poll",15,"Oklahoma State","Big 12",672,2018,0
2018,"regular",4,"Coaches Poll",17,"TCU","Big 12",508,2018,0
2018,"regular",4,"Coaches Poll",13,"West Virginia","Big 12",824,2018,0
2018,"regular",4,"Coaches Poll",19,"Oregon","Pac-12",384,2018,0
2018,"regular",4,"Coaches Poll",7,"Stanford","Pac-12",1116,2018,0
2018,"regular",4,"Coaches Poll",12,"Washington","Pac-12",909,2018,0
2018,"regular",4,"Coaches Poll",11,"Auburn","SEC",921,2018,0
2018,"regular",4,"Coaches Poll",6,"LSU","SEC",1171,2018,0
2018,"regular",4,"Coaches Poll",18,"UCF","American Athletic",500,2018,0
2018,"regular",4,"Coaches Poll",1,"Alabama","SEC",1572,2018,0
2018,"regular",4,"Coaches Poll",14,"Mississippi State","SEC",780,2018,0
2018,"regular",4,"Coaches Poll",25,"Boston College","ACC",109,2018,0
2018,"regular",4,"Coaches Poll",2,"Clemson","ACC",1477,2018,0
2018,"regular",4,"Coaches Poll",10,"Virginia Tech","ACC",927,2018,0
2018,"regular",4,"Coaches Poll",20,"Miami","ACC",373,2018,0
2018,"regular",4,"Coaches Poll",22,"Texas A&M","SEC",150,2018,0
2018,"regular",4,"Coaches Poll",24,"Boise State","Mountain West",114,2018,0
2018,"regular",4,"Coaches Poll",4,"Ohio State","Big Ten",1405,2018,0
2018,"regular",4,"Coaches Poll",23,"Michigan State","Big Ten",141,2018,0
2018,"regular",4,"Coaches Poll",21,"Michigan","Big Ten",354,2018,0
2018,"regular",4,"Coaches Poll",9,"Penn State","Big Ten",1070,2018,0
2018,"regular",4,"Coaches Poll",16,"Wisconsin","Big Ten",626,2018,0
2018,"regular",4,"Coaches Poll",5,"Oklahoma","Big 12",1339,2018,0
2018,"regular",4,"AP Top 25",8,"Notre Dame","FBS Independents",1034,2018,0
2018,"regular",4,"AP Top 25",2,"Georgia","SEC",1416,2018,0
2018,"regular",4,"AP Top 25",15,"Oklahoma State","Big 12",587,2018,0
2018,"regular",4,"AP Top 25",17,"TCU","Big 12",502,2018,0
2018,"regular",4,"AP Top 25",12,"West Virginia","Big 12",841,2018,0
2018,"regular",4,"AP Top 25",20,"Oregon","Pac-12",399,2018,0
2018,"regular",4,"AP Top 25",7,"Stanford","Pac-12",1055,2018,0
